name,set,product_id,rarity,number,market_price,low_price,mid_price,printing
Maleficent - Uninvited,The First Chapter,505949,Rare,151/204,0.14,0.01,0.25,Normal
Musketeer Tabard,The First Chapter,505951,Rare,203/204,0.2,0.05,0.27,Normal
Stampede,The First Chapter,505953,Common,96/204,0.18,0.09,0.25,Cold Foil
Hans - Scheming Prince,The First Chapter,505954,Rare,78/204,0.89,0.43,1.09,Cold Foil
Marshmallow - Persistent Guardian,The First Chapter,505955,Super Rare,50/204,0.66,0.16,1.0,Cold Foil
Scepter of Arendelle,The First Chapter,505963,Uncommon,170/204,0.28,0.22,0.45,Cold Foil
Minnie Mouse - Always Classy,The First Chapter,505967,Common,116/204,0.05,0.01,0.15,Normal
Duke of Weselton - Opportunistic Official,The First Chapter,505971,Common,73/204,0.2,0.05,0.25,Cold Foil
If It's Not Baroque,The First Chapter,505980,Rare,162/204,0.23,0.05,0.25,Normal
Fan the Flames,The First Chapter,505992,Uncommon,131/204,0.18,0.01,0.22,Normal
Break,The First Chapter,506000,Common,196/204,0.09,0.01,0.15,Normal
Triton - The Sea King,The First Chapter,506023,Uncommon,160/204,0.34,0.2,0.39,Cold Foil
Be Prepared,The First Chapter,506077,Rare,128/204,5.74,5.45,9.5,Cold Foil
A Whole New World,The First Chapter,506088,Super Rare,195/204,5.12,3.99,5.55,Cold Foil
Mother Knows Best,The First Chapter,506100,Uncommon,95/204,0.1,0.01,0.2,Normal
Reflection,The First Chapter,506113,Uncommon,65/204,0.4,0.2,0.47,Cold Foil
Hakuna Matata,The First Chapter,506124,Common,27/204,0.07,0.01,0.15,Normal
Vicious Betrayal,The First Chapter,506150,Common,100/204,0.05,0.01,0.15,Normal
Hans - Thirteenth in Line,The First Chapter,506823,Super Rare,180/204,0.9,0.55,0.99,Cold Foil
Mickey Mouse - Artful Rogue,The First Chapter,506827,Super Rare,88/204,1.04,0.25,1.12,Cold Foil
Do It Again!,The First Chapter,506830,Rare,94/204,0.19,0.05,0.26,Normal
Flynn Rider - Charming Rogue,The First Chapter,506833,Uncommon,74/204,0.23,0.08,0.36,Normal
Rapunzel - Gifted with Healing,The First Chapter,506836,Legendary,18/204,14.36,12.99,21.57,Normal
Maximus - Palace Horse,The First Chapter,506837,Super Rare,10/204,0.21,0.1,0.35,Normal
Megara - Pulling the Strings,The First Chapter,507124,Common,87/204,0.23,0.08,0.27,Cold Foil
Stolen Scimitar,The First Chapter,507262,Common,102/204,0.03,0.01,0.15,Normal
Elsa - Queen Regent,The First Chapter,507276,Common,40/204,0.22,0.1,0.3,Cold Foil
Kuzco - Temperamental Emperor,The First Chapter,507284,Rare,84/204,0.21,0.15,0.39,Normal
Abu - Mischievous Monkey,The First Chapter,507461,Common,103/204,0.2,0.1,0.26,Cold Foil
Scar - Shameless Firebrand,The First Chapter,507467,Rare,123/204,1.2,0.75,1.24,Cold Foil
John Silver - Alien Pirate,The First Chapter,507476,Legendary,82/204,17.95,14.31,19.42,Cold Foil
Elsa - Ice Surfer,The First Chapter,507482,Common,109/204,0.06,0.01,0.15,Normal
Tinker Bell - Peter Pan's Ally,The First Chapter,507488,Common,58/204,0.12,0.01,0.15,Normal
Horace - No-Good Scoundrel,The First Chapter,507494,Common,79/204,0.04,0.01,0.15,Normal
Jasper - Common Crook,The First Chapter,507498,Uncommon,81/204,0.04,0.01,0.15,Normal
Captain Hook - Thinking a Happy Thought,The First Chapter,507505,Rare,175/204,0.23,0.08,0.4,Normal
Elsa - Spirit of Winter,The First Chapter,507512,Legendary,42/204,1.87,1.25,2.89,Normal
Genie - The Ever Impressive,The First Chapter,507515,Common,77/204,0.21,0.09,0.3,Cold Foil
Jafar - Keeper of Secrets,The First Chapter,507719,Rare,44/204,1.41,1.0,1.72,Cold Foil
Ursula's Cauldron,The First Chapter,507851,Uncommon,67/204,0.5,0.15,0.53,Cold Foil
Poisoned Apple,The First Chapter,507862,Rare,134/204,0.17,0.05,0.25,Normal
Sudden Chill,The First Chapter,508346,Common,98/204,0.08,0.03,0.24,Normal
Lefou - Instigator,The First Chapter,508356,Rare,112/204,0.14,0.04,0.25,Normal
Tangle,The First Chapter,508598,Common,133/204,0.07,0.01,0.16,Normal
Cut to the Chase,The First Chapter,508615,Uncommon,129/204,0.38,0.15,0.4,Cold Foil
Captain Hook - Ruthless Pirate,The First Chapter,508624,Rare,107/204,0.2,0.05,0.25,Normal
Cinderella - Gentle and Kind,The First Chapter,508692,Uncommon,3/204,0.06,0.01,0.17,Normal
Mr. Smee - Loyal First Mate,The First Chapter,508697,Common,15/204,0.2,0.08,0.25,Cold Foil
Pumbaa - Friendly Warthog,The First Chapter,508701,Common,17/204,0.08,0.01,0.15,Normal
You Have Forgotten Me,The First Chapter,508716,Uncommon,31/204,0.15,0.05,0.25,Normal
Dr. Facilier - Agent Provocateur,The First Chapter,508723,Rare,37/204,0.13,0.01,0.25,Normal
Dr. Facilier - Remarkable Gentleman,The First Chapter,508727,Rare,39/204,0.7,0.31,0.94,Cold Foil
Freeze,The First Chapter,508733,Common,63/204,0.21,0.08,0.29,Cold Foil
The Queen - Wicked and Vain,The First Chapter,508751,Super Rare,56/204,0.28,0.1,0.38,Normal
Ursula - Power Hungry,The First Chapter,508755,Legendary,59/204,13.26,12.93,15.97,Cold Foil
Dr. Facilier's Cards,The First Chapter,508762,Uncommon,101/204,0.38,0.15,0.4,Cold Foil
Genie - Powers Unleashed,The First Chapter,508766,Rare,76/204,0.23,0.05,0.29,Normal
Mad Hatter - Gracious Host,The First Chapter,508770,Uncommon,86/204,0.11,0.01,0.19,Normal
Mother Gothel - Selfish Manipulator,The First Chapter,508772,Super Rare,90/204,1.1,0.5,1.25,Cold Foil
Steal From The Rich,The First Chapter,508773,Rare,97/204,0.14,0.03,0.25,Normal
Tamatoa - Drab Little Crab,The First Chapter,508774,Uncommon,92/204,0.13,0.01,0.2,Normal
Tinker Bell - Most Helpful,The First Chapter,508775,Common,93/204,0.08,0.01,0.2,Normal
Captain - Colonel's Lieutenant,The First Chapter,508779,Uncommon,106/204,0.3,0.14,0.35,Cold Foil
He's Got A Sword!,The First Chapter,508782,Common,132/204,0.05,0.01,0.15,Normal
Maui - Hero to All,The First Chapter,508784,Rare,114/204,1.14,0.5,1.49,Normal
Mickey Mouse - Brave Little Tailor,The First Chapter,508785,Legendary,115/204,37.64,31.99,45.53,Cold Foil
Moana - Chosen by the Ocean,The First Chapter,508786,Uncommon,117/204,0.11,0.01,0.2,Normal
Peter Pan - Fearless Fighter,The First Chapter,508787,Common,119/204,0.21,0.01,0.26,Cold Foil
Shield of Virtue,The First Chapter,508789,Uncommon,135/204,0.05,0.01,0.16,Normal
Stitch - Abomination,The First Chapter,508790,Rare,125/204,0.13,0.01,0.25,Normal
Sword of Truth,The First Chapter,508793,Rare,136/204,0.84,0.75,1.01,Cold Foil
Te Ka - The Burning One,The First Chapter,508803,Super Rare,126/204,0.86,0.49,1.0,Cold Foil
Aurora - Briar Rose,The First Chapter,508809,Common,138/204,0.05,0.01,0.15,Normal
Belle - Strange but Special,The First Chapter,508816,Legendary,142/204,4.71,3.6,7.64,Normal
Chief Tui - Respected Leader,The First Chapter,508819,Uncommon,143/204,0.28,0.12,0.35,Cold Foil
Eye of the Fates,The First Chapter,508825,Uncommon,167/204,0.14,0.01,0.2,Normal
Fishbone Quill,The First Chapter,508830,Rare,168/204,2.29,1.0,5.0,Cold Foil
Gramma Tala - Storyteller,The First Chapter,508842,Uncommon,146/204,0.09,0.01,0.2,Normal
Hades - Infernal Schemer,The First Chapter,508848,Legendary,147/204,9.6,7.79,11.55,Normal
Jasmine - Disguised,The First Chapter,508851,Common,148/204,0.07,0.01,0.15,Normal
Jasmine - Queen of Agrabah,The First Chapter,508857,Rare,149/204,0.31,0.01,0.35,Normal
Magic Golden Flower,The First Chapter,508860,Common,169/204,0.26,0.05,0.29,Cold Foil
Mickey Mouse - Detective,The First Chapter,508863,Common,154/204,0.32,0.19,0.4,Cold Foil
Mufasa - King of the Pride Lands,The First Chapter,508868,Common,155/204,0.2,0.05,0.28,Cold Foil
Philoctetes - Trainer of Heroes,The First Chapter,508875,Common,156/204,0.06,0.01,0.15,Normal
Tamatoa - So Shiny!,The First Chapter,508881,Super Rare,159/204,4.56,4.0,6.41,Cold Foil
Work Together,The First Chapter,508889,Common,165/204,0.06,0.01,0.15,Normal
Aladdin - Cornered Swordsman,The First Chapter,508895,Common,171/204,0.19,0.09,0.25,Cold Foil
Beast - Hardheaded,The First Chapter,508900,Uncommon,172/204,0.07,0.01,0.16,Normal
Donald Duck - Musketeer,The First Chapter,508907,Uncommon,177/204,0.13,0.01,0.25,Normal
Goons - Maleficent's Underlings,The First Chapter,508915,Common,179/204,0.22,0.07,0.25,Cold Foil
Lilo - Galactic Hero,The First Chapter,508920,Uncommon,184/204,0.08,0.01,0.16,Normal
Plasma Blaster,The First Chapter,508929,Rare,204/204,0.77,0.5,0.8,Cold Foil
Prince Eric - Dashing and Brave,The First Chapter,508933,Common,187/204,0.19,0.09,0.3,Cold Foil
Ransack,The First Chapter,508937,Uncommon,199/204,0.29,0.2,0.39,Cold Foil
Simba - Rightful Heir,The First Chapter,508941,Uncommon,190/204,0.09,0.01,0.15,Normal
Smash,The First Chapter,508943,Uncommon,200/204,0.11,0.01,0.2,Normal
Starkey - Hook's Henchman,The First Chapter,508947,Uncommon,191/204,0.35,0.19,0.4,Cold Foil
Te Ka - Heartless,The First Chapter,508954,Legendary,192/204,1.14,0.6,1.22,Normal
Hades - King of Olympus (Enchanted),The First Chapter,510148,Enchanted,205/204,74.79,125.24,125.24,Holofoil
Stitch - Carefree Surfer (Enchanted),The First Chapter,510152,Enchanted,206/204,192.88,195.0,236.5,Holofoil
Elsa - Spirit of Winter (Enchanted),The First Chapter,510153,Enchanted,207/204,656.51,599.99,724.99,Holofoil
Mickey Mouse - Wayward Sorcerer (Enchanted),The First Chapter,510154,Enchanted,208/204,166.71,277.76,297.74,Holofoil
Genie - On the Job (Enchanted),The First Chapter,510155,Enchanted,209/204,74.49,70.29,114.0,Holofoil
Mickey Mouse - Artful Rogue (Enchanted),The First Chapter,510156,Enchanted,210/204,100.8,74.03,110.82,Holofoil
Aladdin - Heroic Outlaw (Enchanted),The First Chapter,510157,Enchanted,211/204,75.58,65.39,99.98,Holofoil
Maui - Hero to All (Enchanted),The First Chapter,510158,Enchanted,212/204,93.5,88.49,102.39,Holofoil
Aurora - Dreaming Guardian (Enchanted),The First Chapter,510159,Enchanted,213/204,134.56,123.99,157.17,Holofoil
Belle - Strange but Special (Enchanted),The First Chapter,510161,Enchanted,214/204,170.02,150.22,194.99,Holofoil
Simba - Returned King (Enchanted),The First Chapter,510162,Enchanted,215/204,106.11,80.0,150.12,Holofoil
Tinker Bell - Giant Fairy (Enchanted),The First Chapter,510163,Enchanted,216/204,165.93,173.2,190.19,Holofoil
Mickey Mouse - Brave Little Tailor Puzzle Insert (Set of 4),The First Chapter,512519,None,,0.21,0.03,0.25,Normal
Mickey Mouse - Brave Little Tailor Puzzle Insert (Top Left),The First Chapter,512520,None,,0.05,0.01,0.1,Normal
Mickey Mouse - Brave Little Tailor Puzzle Insert (Top Right),The First Chapter,512521,None,,0.08,0.01,0.1,Normal
Mickey Mouse - Brave Little Tailor Puzzle Insert (Bottom Left),The First Chapter,512522,None,,0.05,0.01,0.1,Normal
Mickey Mouse - Brave Little Tailor Puzzle Insert (Bottom Right),The First Chapter,512523,None,,0.06,0.01,0.1,Normal
Hades - King of Olympus (Oversized),The First Chapter,516775,Rare,5/204,2.02,1.25,2.02,Cold Foil
Mulan - Imperial Soldier (Oversized),The First Chapter,516778,Super Rare,118/204,4.33,2.99,4.32,Cold Foil
Disney Lorcana: The First Chapter Starter Deck [Set of 3],The First Chapter,518785,,,60.42,60.12,71.99,Normal
Disney Lorcana: The First Chapter Starter Blister Bundle,The First Chapter,599719,,,70.73,70.73,79.99,Normal
Disney Lorcana: Collector Set Bundle,The First Chapter,662116,,,68.15,69.0,85.0,Normal
Disney Lorcana: The First Chapter Booster Pack Art Bundle [Set of 3],The First Chapter,662554,,,27.4,22.78,31.0,Normal
Mickey Mouse - Detective,Disney Lorcana Promo Cards,501773,Promo,8,7.4,7.52,17.59,Cold Foil
Goofy - Musketeer,Disney Lorcana Promo Cards,501777,Promo,12,67.55,62.55,68.48,Normal
Heihei - Boat Snack,Disney Lorcana Promo Cards,502012,Promo,9,2.06,1.45,2.5,Cold Foil
Yzma - Alchemist,Disney Lorcana Promo Cards,502013,Promo,10,0.86,0.6,1.15,Cold Foil
Mickey Mouse - Musketeer,Disney Lorcana Promo Cards,510149,Promo,11,41.73,69.17,98.99,Normal
Cinderella - Knight in Training,Disney Lorcana Promo Cards,518408,Promo,14,0.52,0.11,0.59,Cold Foil
Bucky - Squirrel Squeak Tutor,Disney Lorcana Promo Cards,518411,Promo,15,0.67,0.45,0.98,Cold Foil
Minnie Mouse - Wide-Eyed Diver,Disney Lorcana Promo Cards,518412,Promo,16,0.76,0.25,0.8,Cold Foil
Robin Hood - Capable Fighter,Disney Lorcana Promo Cards,518413,Promo,17,0.8,0.5,1.0,Cold Foil
Donald Duck - Musketeer,Disney Lorcana Promo Cards,518895,Promo,13,72.17,68.76,70.99,Normal
Gaston - Arrogant Hunter,Disney Lorcana Promo Cards,520857,Promo,24,39.03,31.0,38.79,Cold Foil
Pinocchio - Talkative Puppet,Disney Lorcana Promo Cards,525093,Promo,32,18.03,17.0,19.76,Cold Foil
Rapunzel - Gifted Artist,Disney Lorcana Promo Cards,525095,Promo,31,16.9,13.97,21.49,Cold Foil
Four Dozen Eggs,Disney Lorcana Promo Cards,525096,Promo,33,13.0,9.0,15.31,Cold Foil
Stitch - Rock Star (Store Championship),Disney Lorcana Promo Cards,533447,Promo,30,187.9,158.77,199.98,Holofoil
Scrooge McDuck - Uncle Moneybags,Disney Lorcana Promo Cards,538247,Promo,39,6.46,6.57,7.65,Cold Foil
How Far I'll Go,Disney Lorcana Promo Cards,538249,Promo,28,1.09,0.5,1.09,Cold Foil
John Silver - Greedy Treasure Seeker,Disney Lorcana Promo Cards,538264,Promo,29,1.14,0.7,1.2,Cold Foil
Kit Cloudkicker - Tough Guy,Disney Lorcana Promo Cards,538265,Promo,26,0.71,0.25,0.75,Cold Foil
Jolly Roger - Hook's Ship,Disney Lorcana Promo Cards,538275,Promo,27,0.56,0.19,0.56,Cold Foil
Dragon Fire,Disney Lorcana Promo Cards,544498,Promo,1,35.19,28.02,47.27,Holofoil
Let It Go (Disney Lorcana Challenge Top 128),Disney Lorcana Promo Cards,544501,Promo,2,962.55,945.0,954.99,Holofoil
Cinderella - Stouthearted,Disney Lorcana Promo Cards,544502,Promo,3,61.48,57.0,66.48,Normal
Rapunzel - Gifted with Healing,Disney Lorcana Promo Cards,544503,Promo,4,2700.0,9999.99,9999.99,Holofoil
Flotsam & Jetsam - Entangling Eels,Disney Lorcana Promo Cards,551693,Promo,40,3.08,2.02,4.24,Cold Foil
Mickey Mouse - Leader of the Band,Disney Lorcana Promo Cards,551695,Promo,34,0.92,0.3,0.98,Cold Foil
Ursula's Lair - Eye of the Storm,Disney Lorcana Promo Cards,551696,Promo,35,0.51,0.29,0.51,Cold Foil
Hidden Inkcaster,Disney Lorcana Promo Cards,551697,Promo,36,0.43,0.1,0.48,Cold Foil
Mulan - Enemy of Entanglement,Disney Lorcana Promo Cards,551698,Promo,37,0.54,0.25,0.55,Cold Foil
Ursula - Sea Witch Queen (Store Championship),Disney Lorcana Promo Cards,551699,Promo,38,56.83,52.0,89.95,Holofoil
Mickey Mouse - Brave Little Tailor (Serial Numbered),Disney Lorcana Promo Cards,554628,Promo,5,,,,Normal
Kristoff - Reindeer Keeper,Disney Lorcana Promo Cards,555689,Promo,2,4.64,4.63,5.84,Cold Foil
Prince John - Gold Lover,Disney Lorcana Promo Cards,556435,Promo,1,9.01,8.91,11.84,Cold Foil
Mirabel Madrigal - Family Gatherer (Store Championship),Disney Lorcana Promo Cards,561210,Promo,7,26.39,30.0,43.49,Holofoil
Nala - Mischievous Cub,Disney Lorcana Promo Cards,561996,Promo,3,0.54,0.2,0.51,Cold Foil
Finders Keepers,Disney Lorcana Promo Cards,561997,Promo,4,0.88,0.68,1.22,Cold Foil
Chicha - Dedicated Mother,Disney Lorcana Promo Cards,561998,Promo,5,0.65,0.15,0.75,Cold Foil
Stitch - Team Underdog,Disney Lorcana Promo Cards,561999,Promo,6,1.0,0.55,1.0,Cold Foil
Stitch - Alien Buccaneer (Stitch Collector's Gift Set Promo),Disney Lorcana Promo Cards,578236,Promo,8,2.21,1.0,2.5,Holofoil
Aladdin - Intrepid Commander,Disney Lorcana Promo Cards,588076,Promo,9,10.45,7.98,11.72,Cold Foil
Mickey Mouse - True Friend (CS Exclusive),Disney Lorcana Promo Cards,588123,Promo,25,,,,Normal
Mickey Mouse - True Friend (JP Exclusive),Disney Lorcana Promo Cards,588124,Promo,25,,,,Normal
Honey Lemon - Chemical Genius,Disney Lorcana Promo Cards,593833,Promo,11,0.5,0.2,0.5,Cold Foil
Minnie Mouse - Pirate Lookout,Disney Lorcana Promo Cards,593834,Promo,12,0.68,0.49,0.78,Cold Foil
Wasabi - Methodical Engineer,Disney Lorcana Promo Cards,593835,Promo,13,0.49,0.2,0.53,Cold Foil
Rescue Rangers Away!,Disney Lorcana Promo Cards,593836,Promo,10,0.36,0.1,0.4,Cold Foil
Scar - Heartless Hunter (Store Championship),Disney Lorcana Promo Cards,593837,Promo,14,24.86,41.99,60.25,Holofoil
Kuzco - Temperamental Emperor,Disney Lorcana Promo Cards,595438,Promo,8,18.95,19.79,29.92,Normal
Baymax - Armored Companion,Disney Lorcana Promo Cards,595439,Promo,9,36.55,50.4,70.61,Normal
Invited to the Ball,Disney Lorcana Promo Cards,595440,Promo,6,,,,Normal
Elsa's Ice Palace - Place of Solitude,Disney Lorcana Promo Cards,595441,Promo,7,,,,Normal
Moana - Adventurer of Land and Sea,Disney Lorcana Promo Cards,601112,Promo,26,2.05,1.23,2.05,Cold Foil
Mickey Mouse - Pirate Captain,Disney Lorcana Promo Cards,614149,Promo,18,7.99,6.99,9.05,Holofoil
Mickey Mouse - True Friend,Disney Lorcana Promo Cards,616373,Promo,15,35.98,74.95,74.95,Normal
Lilo - Escape Artist,Disney Lorcana Promo Cards,619355,Promo,25,5.73,4.0,6.51,Holofoil
Kronk - Laid Back,Disney Lorcana Promo Cards,620242,Promo,20,0.63,0.15,0.59,Cold Foil
Perdita - Playful Mother,Disney Lorcana Promo Cards,620243,Promo,21,0.83,0.4,0.92,Cold Foil
Li Shang - Newly Promoted,Disney Lorcana Promo Cards,620272,Promo,22,0.68,0.25,0.81,Cold Foil
Snow White - Fairest in the Land,Disney Lorcana Promo Cards,620274,Promo,23,0.78,0.36,1.0,Cold Foil
Hiro Hamada - Armor Designer (Store Championship),Disney Lorcana Promo Cards,620276,Promo,24B,21.6,19.99,28.82,Holofoil
Hiro Hamada - Armor Designer (Store Championship Participant),Disney Lorcana Promo Cards,620277,Promo,24A,0.65,0.47,0.83,Normal
Anna - Ice Breaker,Disney Lorcana Promo Cards,622945,Promo,19,10.93,9.0,14.22,Cold Foil
Snow White - Unexpected Houseguest (JP Exclusive),Disney Lorcana Promo Cards,626546,Promo,41,,,,Normal
Jafar - High Sultan of Lorcana (Store Champion Participant),Disney Lorcana Promo Cards,634260,Promo,32,0.68,0.28,0.75,Normal
Jafar - High Sultan of Lorcana (Store Championship),Disney Lorcana Promo Cards,634261,Promo,33,21.68,18.0,27.44,Holofoil
Anna - Braving the Storm,Disney Lorcana Promo Cards,636354,Promo,17,101.26,104.99,109.62,Normal
Pull the Lever!,Disney Lorcana Promo Cards,637635,Promo,31,0.36,0.1,0.42,Cold Foil
Lady - Decisive Dog,Disney Lorcana Promo Cards,638040,Promo,28,1.5,0.96,1.81,Cold Foil
Aladdin - Vigilant Guard,Disney Lorcana Promo Cards,643122,Promo,29,0.54,0.24,0.89,Cold Foil
Minnie Mouse - Daring Defender,Disney Lorcana Promo Cards,644838,Promo,35,0.64,0.48,0.69,Cold Foil
Elsa - Queen Regent,Disney Lorcana Promo Cards,647091,Promo,16,36.5,34.56,39.58,Normal
Patch - Playful Pup,Disney Lorcana Promo Cards,647092,Promo,30,0.59,0.4,0.61,Cold Foil
Belle - Accomplished Mystic,Disney Lorcana Promo Cards,647598,Promo,41,27.0,26.57,33.95,Holofoil
Goofy - Emerald Champion,Disney Lorcana Promo Cards,648264,Promo,25,6.93,6.85,8.61,Cold Foil
Pluto - Tried and True,Disney Lorcana Promo Cards,648265,Promo,27,6.33,5.5,6.91,Cold Foil
Alice - Accidentally Adrift,Disney Lorcana Promo Cards,648450,Promo,2,0.74,0.5,0.99,Cold Foil
The Queen - Conceited Ruler,Disney Lorcana Promo Cards,648456,Promo,3,0.39,0.1,0.5,Cold Foil
Archimedes - Resourceful Owl,Disney Lorcana Promo Cards,648600,Promo,34,2.07,1.88,2.38,Holofoil
Dumbo - The Flying Elephant,Disney Lorcana Promo Cards,650177,Promo,1,50.2,40.0,50.0,Cold Foil
Maleficent - Monstrous Dragon (Store Championship Participant),Disney Lorcana Promo Cards,650179,Promo,4,0.65,0.37,0.72,Normal
Maleficent - Monstrous Dragon (Store Championship),Disney Lorcana Promo Cards,650187,Promo,5,53.82,52.04,67.89,Holofoil
Elsa - The Fifth Spirit,Disney Lorcana Promo Cards,650189,Promo,6,4.19,3.0,4.95,Holofoil
Cursed Merfolk - Ursula's Handiwork,Disney Lorcana Promo Cards,650192,Promo,7,0.77,0.43,1.0,Cold Foil
Strength of a Raging Fire,Disney Lorcana Promo Cards,650195,Promo,8,2.68,1.86,2.7,Cold Foil
Sisu - Daring Visitor,Disney Lorcana Promo Cards,650196,Promo,9,0.55,0.19,0.5,Cold Foil
Tinker Bell - Giant Fairy,Disney Lorcana Promo Cards,650204,Promo,11,4.04,2.69,4.27,Holofoil
Mickey Mouse - True Friend (Disney Cruise Promo),Disney Lorcana Promo Cards,650207,Promo,10,731.25,1425.0,1425.0,Holofoil
Mickey Mouse - Pirate Captain (Disney Cruise Promo),Disney Lorcana Promo Cards,650208,Promo,13,45.13,245.0,248.36,Holofoil
Goofy - Expert Shipwright (Disney Cruise Promo),Disney Lorcana Promo Cards,650209,Promo,14,205.76,199.95,199.95,Holofoil
Donald Duck - Buccaneer (Disney Cruise Promo),Disney Lorcana Promo Cards,650211,Promo,15,,,,Normal
Daisy Duck - Pirate Captain (Disney Cruise Promo),Disney Lorcana Promo Cards,650213,Promo,16,74.82,249.99,249.99,Holofoil
Minnie Mouse - Pirate Lookout (Disney Cruise Promo),Disney Lorcana Promo Cards,650215,Promo,17,301.37,850.0,924.5,Holofoil
Belle - Apprentice Inventor,Disney Lorcana Promo Cards,651391,Promo,37,46.15,56.0,57.49,Cold Foil
Beast - Gracious Prince,Disney Lorcana Promo Cards,651393,Promo,40,10.22,9.35,18.79,Holofoil
Disney Cruise Promos (Set of 5),Disney Lorcana Promo Cards,652646,Promo,,645.49,2999.0,2999.0,Holofoil
Mickey Mouse - True Friend (Puzzle Promo),Disney Lorcana Promo Cards,653906,Promo,36,16.6,14.34,19.24,Holofoil
